"order_id","product_id","add_to_cart_order","reordered"
671073,37552,5,1
671073,18599,6,0
671073,26469,7,0
671073,25341,8,1
671182,45544,1,0
671182,32655,2,1
671182,5077,3,1
671182,35951,4,1
671182,45603,5,1
672320,18027,1,1
672320,34969,2,1
672320,31762,3,1
672320,49683,4,1
672320,31268,5,1
673172,34137,1,1
673172,16622,2,1
673172,42265,3,1
673172,28360,4,1
673172,15902,5,1
673172,3599,6,1
673172,30776,7,1
673172,22993,8,1
673172,45066,9,1
673172,8174,10,1
673172,3826,11,1
673172,15063,12,1
673172,16797,13,1
673172,45603,14,1
673172,13350,15,1
673172,7539,16,1
673172,26013,17,1
673172,24236,18,1
674044,17122,1,0
674044,38739,2,1
674044,48299,3,0
674044,2091,4,0
674044,34262,5,0
674044,15923,6,0
674044,47672,7,0
674044,17303,8,0
674044,32465,9,0
674044,6224,10,0
674044,43295,11,0
674044,27407,12,0
674044,15386,13,0
674044,49279,14,0
674044,35898,15,0
674044,43483,16,0
674044,33466,17,0
674044,21292,18,0
674044,25985,19,0
674044,24707,20,0
677590,22556,1,1
677590,27966,2,0
677590,41774,3,0
677590,21376,4,1
677590,11776,5,0
677590,33129,6,0
677590,43465,7,1
677590,18439,8,0
677590,24256,9,0
677590,41844,10,0
677590,21333,11,0
677590,7628,12,1
677590,48825,13,1
677590,47766,14,0
677590,11422,15,0
677590,148,16,0
677590,43295,17,1
678267,21137,1,0
678267,432,2,1
678267,5250,3,1
678267,33120,4,1
678267,4376,5,1
678267,28985,6,1
678267,4462,7,1
678267,32537,8,1
678267,8277,9,0
678267,22825,10,0
678267,43122,11,0
678267,27925,12,0
678267,46969,13,0
678267,14129,14,0
678267,48679,15,0
678267,46667,16,1
678267,12456,17,0
678267,5769,18,0
678267,44449,19,0
678267,27104,20,0
678267,45007,21,0
678267,41065,22,0
678267,5392,23,0
678267,12187,24,0
678267,20734,25,0
678267,30450,26,1
678267,35140,27,0
678267,9390,28,0
678267,19240,29,1
678267,27555,30,0
678267,26620,31,0
678267,2552,32,0
678284,14992,1,1
678284,31553,2,1
678284,39462,3,0
678284,33754,4,1
678284,40571,5,1
678284,44949,6,1
679305,35168,1,0
679305,3849,2,0
679305,39475,3,0
679305,9124,4,0
679305,15937,5,0
679305,20034,6,0
679305,2748,7,0
679305,42585,8,0
679305,42450,9,0
680484,47912,1,1
680484,26317,2,1
680484,14734,3,1
680484,38274,4,1
681993,36735,1,1
681993,17878,2,1
681993,5212,3,1
681993,43504,4,1
681993,35921,5,1
681993,40310,6,1
681993,39275,7,1
681993,13176,8,1
681993,39475,9,0
681993,21137,10,1
681993,38734,11,1
681993,41950,12,1
682019,11182,1,0
682019,24852,2,1
682019,22819,3,1
682019,17948,4,0
682019,30135,5,1
682019,37766,6,0
682289,21903,1,1
682289,13785,2,1
682289,25685,3,1
682289,23734,4,1
682289,22178,5,1
682289,10749,6,1
682289,49683,7,1
682289,15042,8,0
682289,33747,9,0
682289,44843,10,0
682640,19151,1,0
682640,9327,2,0
682640,21868,3,0
682640,30021,4,0
682640,11384,5,0
682640,31553,6,0
682640,4086,7,0
682640,16379,8,0
682640,27796,9,0
682640,4605,10,0
682640,44799,11,0
683249,36448,1,1
683249,30450,2,1
683249,27695,3,1
683472,17568,1,0
683472,24852,2,1
683472,33198,3,1
683472,41787,4,0
683472,24363,5,1
683472,20084,6,1
683472,29270,7,1
683472,5876,8,1
683472,39475,9,1
683472,14161,10,1
684426,2974,1,0
684426,41682,2,0
684426,26620,3,0
684426,20119,4,0
684426,29095,5,0
684426,14763,6,0
684426,11796,7,0
684426,27612,8,0
684426,48299,9,0
684426,28299,10,0
685039,24852,1,1
685039,47209,2,1
685039,12700,3,1
685039,27521,4,0
685039,44628,5,1
685039,49236,6,0
685039,2078,7,0
685039,36695,8,1
685039,21137,9,1
685039,25340,10,0
685969,11759,1,0
685969,35561,2,1
685969,19767,3,0
686103,18389,1,0
686103,32175,2,0
686103,39475,3,1
686103,26604,4,1
686103,40310,5,1
686103,13625,6,1
686103,21653,7,1
686103,41387,8,1
686103,5646,9,1
687746,5116,1,1
687746,24852,2,1
687746,21137,3,1
687746,24759,4,1
687746,32478,5,1
687746,35188,6,1
687746,3233,7,1
687746,2295,8,1
687746,1158,9,1
687746,6390,10,1
687746,46802,11,1
687746,21125,12,0
687746,1818,13,0
688003,36725,1,0
688003,42303,2,0
688003,29405,3,0
688003,26723,4,1
688003,16759,5,0
692226,27104,1,0
692226,9092,2,1
692226,48835,3,0
692226,22935,4,0
692226,44359,5,1
692226,28204,6,1
692226,8277,7,1
692226,44422,8,1
692737,38928,1,1
692737,13042,2,1
692737,3298,3,0
692853,9390,1,0
692853,42736,2,0
692853,5746,3,0
693925,49683,1,1
693925,47626,2,1
693925,9076,3,1
693925,24964,4,1
693925,13984,5,1
693925,28985,6,1
693925,17794,7,1
697103,5479,1,1
697103,30776,2,0
697103,25447,3,0
697103,22151,4,0
697103,8518,5,0
699696,30752,1,0
699696,37229,2,1
700339,48166,1,0
700339,38846,2,1
700852,33671,1,1
700852,32645,2,0
700852,196,3,0
702365,3085,1,0
702365,11688,2,0
702365,26629,3,0
702365,22227,4,0
702365,5456,5,0
702365,46676,6,0
702365,40310,7,0
702365,14332,8,0
703945,16609,1,1
703945,5984,2,1
703945,14129,3,0
703945,39261,4,0
703945,41960,5,1
703945,36070,6,0
703945,49659,7,1
703945,12456,8,1
707441,41131,1,1
707441,13303,2,1
707441,6137,3,1
707441,10702,4,1
707441,32063,5,0
707441,38444,6,1
707441,17415,7,0
707441,7675,8,0
707441,1160,9,1
707441,36425,10,1
707665,36114,1,1
707665,9411,2,1
707777,14346,1,0
707777,14946,2,1
707777,41290,3,1
707777,28370,4,1
707777,27209,5,1
707777,35613,6,1
707777,25581,7,1
707777,15424,8,1
707777,42441,9,1
707777,4133,10,1
707777,32676,11,1
707777,15610,12,1
707777,36903,13,1
707777,43792,14,0
707777,39279,15,1
707777,20786,16,0
707777,47520,17,0
707777,38944,18,1
707777,20338,19,1
707777,26124,20,1
707777,35283,21,1
707777,31519,22,1
707777,19376,23,1
707777,22487,24,1
709749,49235,1,1
709749,38293,2,1
709749,12107,3,1
709749,25146,4,1
709749,5077,5,1
709749,17795,6,0
709749,26497,7,0
709749,35925,8,0
709749,39619,9,0
709749,47042,10,1
709749,23236,11,0
709749,25087,12,0
709749,46654,13,1
709749,29987,14,0
709749,4799,15,1
709749,38273,16,0
709749,18594,17,0
711419,44170,1,0
711419,8153,2,0
711419,43338,3,1
711419,11182,4,1
711419,8393,5,1
711419,47242,6,1
711542,21938,1,1
711542,49236,2,1
711836,13176,1,1
711836,30391,2,1
711836,17122,3,1
711836,33055,4,1
711836,46969,5,1
711836,38456,6,1
711836,3631,7,1
711836,9438,8,1
711836,1364,9,1
711836,27845,10,1
711836,46667,11,1
711836,26301,12,1
711836,32177,13,1
711836,21137,14,1
711836,24184,15,1
711836,35199,16,1
711836,19019,17,1
711836,21616,18,1
713083,38255,1,1
713083,18288,2,1
713083,18159,3,1
713083,47626,4,1
713597,1890,1,1
713597,9550,2,1
713597,13176,3,1
713597,45570,4,1
713597,37646,5,1
713597,47209,6,0
713597,10436,7,0
713597,2966,8,0
713597,21497,9,0
713597,47601,10,0
713880,28431,1,0
713880,5467,2,1
713880,49667,3,1
713880,3717,4,1
713880,32360,5,1
713880,15767,6,1
713880,4210,7,1
713880,21872,8,1
713880,44765,9,1
713880,42701,10,1
713880,38293,11,1
713880,24489,12,1
713880,4799,13,1
713880,37220,14,1
713880,18370,15,0
713880,4421,16,0
713880,29629,17,0
713880,22035,18,1
713880,27625,19,0
713880,44949,20,0
713880,8758,21,0
713880,21162,22,0
713880,19046,23,0
713880,45309,24,0
713880,31955,25,0
713880,39442,26,0
713880,4793,27,1
713880,23719,28,0
714275,4920,1,1
714275,37937,2,1
714275,42406,3,0
715865,39922,1,1
715865,19209,2,1
715865,40571,3,1
715865,2374,4,1
715865,23296,5,1
715865,33754,6,1
715865,33548,7,1
715865,24954,8,1
715865,14048,9,1
715865,23322,10,1
715865,21301,11,1
715865,32638,12,1
715865,6106,13,1
715865,13083,14,0
715865,19511,15,0
715865,14183,16,1
722565,35762,1,1
722565,43903,2,1
722565,15780,3,0
723380,35986,1,1
723380,5212,2,1
723380,34050,3,1
723380,39024,4,0
723380,4485,5,1
724966,24964,1,1
724966,26209,2,0
724966,8277,3,1
724966,32655,4,1
725779,7001,1,1
725779,9348,2,1
725779,20392,3,1
725779,37334,4,1
725779,17526,5,1
726002,24852,1,1
726002,7243,2,1
726002,21925,3,1
726002,11304,4,1
726002,16650,5,1
726002,8153,6,1
726002,35123,7,0
726002,49054,8,1
726002,17621,9,0
726002,34690,10,0
726002,1639,11,0
726002,18421,12,0
726871,22151,1,1
726871,11494,2,0
726871,24852,3,1
726871,2086,4,1
726871,42803,5,0
726871,21903,6,1
726871,25199,7,1
726871,248,8,1
729743,49355,1,0
729743,39078,2,0
729743,19488,3,0
729743,26172,4,0
729743,26520,5,0
729743,8536,6,0
729743,31944,7,0
729743,45239,8,0
729743,39988,9,0
729743,26472,10,0
729743,31296,11,0
730078,14150,1,1
730078,25533,2,1
730078,38383,3,1
730078,46913,4,1
730078,8518,5,1
730078,22935,6,1
730078,19706,7,1
730078,18090,8,1
730078,160,9,0
730123,18523,1,1
730123,40571,2,1
730123,13176,3,1
730123,20710,4,1
730123,18370,5,1
730123,46990,6,1
730123,1086,7,1
730123,47626,8,1
730123,45535,9,1
730123,43961,10,1
730123,44359,11,0
730123,9839,12,1
730123,12932,13,1
730123,17366,14,1
730123,19508,15,1
730123,47229,16,1
730123,18811,17,0
730123,24964,18,1
730123,8518,19,1
730123,31717,20,1
730123,26209,21,1
730123,890,22,0
730123,46906,23,1
730225,22888,1,0
733022,30450,1,1
733022,24184,2,1
733022,43371,3,1
733022,31717,4,1
733022,30007,5,1
733022,21405,6,1
733022,21137,7,1
733022,21903,8,0
733022,39928,9,1
733022,3957,10,1
733022,6585,11,1
733022,24852,12,1
733022,45007,13,1
733022,7773,14,1
733022,24964,15,1
733022,41757,16,1
733022,44717,17,1
733022,2228,18,1
733022,30391,19,1
733022,43933,20,1
733022,12069,21,0
733022,46526,22,1
736609,26648,1,1
736609,26209,2,0
736609,43086,3,0
736609,24852,4,0
736609,27086,5,0
736787,44491,1,0
736787,46676,2,0
736787,40174,3,0
736787,47209,4,0
736787,35004,5,0
736787,21938,6,0
736787,31869,7,0
736787,22935,8,0
736787,44560,9,0
736787,45123,10,0
736787,8671,11,0
736787,33754,12,0
738674,45036,1,1
738674,22245,2,1
738674,12727,3,1
738674,27356,4,1
738674,9901,5,1
738674,39476,6,1
738674,4817,7,1
738674,38826,8,1
738674,7391,9,1
738674,29930,10,1
738674,44042,11,1
738674,196,12,0
738674,30183,13,0
739907,24830,1,0
739907,40194,2,0
739907,27326,3,0
739907,43920,4,0
739907,44912,5,0
739907,41570,6,0
739907,42585,7,0
739907,35855,8,0
739907,49683,9,0
739907,24852,10,0
739907,21137,11,0
739907,15937,12,0
739907,41743,13,0
739907,21405,14,0
739907,19019,15,0
739907,25533,16,0
739907,23135,17,0
739907,9076,18,0
739907,22825,19,0
739907,32864,20,0
739907,1240,21,0
739907,44098,22,0
739907,13646,23,0
739907,9598,24,0
739932,47559,1,1
739932,26186,2,1
739932,47977,3,0
739932,12302,4,0
739932,49520,5,0
739932,37445,6,0
740045,22497,1,1
740045,27663,2,1
740045,11361,3,1
740045,13176,4,1
740045,15464,5,0
740045,44077,6,0
740045,22790,7,0
740045,37262,8,1
740045,16404,9,1
740045,45541,10,1
740045,47993,11,1
740045,22571,12,0
740045,13263,13,1
741095,17600,1,0
741095,19678,2,1
741095,42796,3,1
741095,8021,4,1
741095,31040,5,1
741095,18288,6,1
741095,21137,7,1
741095,27845,8,1
741095,47059,9,1
741095,22035,10,1
741095,49235,11,1
741095,47209,12,1
741095,21526,13,1
741432,24852,1,1
741432,28204,2,1
741432,25640,3,0
741432,22124,4,1
741432,19156,5,1
741432,24954,6,1
741432,4957,7,0
741432,41844,8,0
741432,24320,9,1
741432,49235,10,1
741432,35221,11,1
741432,44632,12,1
741432,26620,13,1
741432,21709,14,1
741432,45747,15,1
741432,12919,16,1
741432,12576,17,1
741432,17191,18,0
741604,43249,1,1
741604,9807,2,1
741604,21616,3,1
741604,651,4,1
741604,21137,5,1
741604,31040,6,1
741604,24852,7,1
741604,12039,8,1
741604,27845,9,1
741604,22035,10,1
741938,35504,1,0
741938,32684,2,1
741938,47766,3,1
741938,47357,4,0
741938,40063,5,1
741938,9421,6,1
741938,47626,7,1
741938,15841,8,1
743269,26318,1,1
743269,2092,2,0
743269,13108,3,0
743269,10504,4,1
743269,22935,5,1
743269,47626,6,0
743269,7021,7,0
743269,44449,8,0
743269,15416,9,0
743947,27872,1,1
743947,24333,2,1
743947,18926,3,1
743947,22124,4,1
743947,21137,5,0
743947,41950,6,0
743947,117,7,0
743947,25948,8,0
743947,46755,9,0
744082,41665,1,1
746420,2519,1,0
746420,37750,2,0
746420,30835,3,0
746420,47966,4,1
746420,39922,5,1
746420,38400,6,1
746420,14897,7,1
746420,15923,8,0
747192,19660,1,1
747192,8021,2,1
747192,3957,3,1
747192,13176,4,1
747192,8174,5,1
747192,12240,6,1
747192,5086,7,1
747192,34243,8,1
747810,40377,1,0
747810,4769,2,0
747810,25101,3,0
747810,35749,4,0
747810,30583,5,0
747810,27451,6,0
748329,36107,1,1
748329,24852,2,1
748329,44142,3,1
748329,38293,4,1
748329,47766,5,1
748329,28851,6,1
748329,48523,7,1
748329,13535,8,0
749382,27548,1,1
749382,31506,2,0
749382,260,3,1
749382,5746,4,0
749382,25890,5,0
749382,17007,6,1
749382,42736,7,1
749679,18503,1,1
749679,18880,2,1
751824,48220,1,1
751824,5449,2,0
751824,27554,3,0
751824,17149,4,0
751824,38312,5,1
751824,24852,6,1
751824,29974,7,1
752290,22006,1,0
752290,31605,2,0
752290,14764,3,0
752290,3330,4,0
752290,5699,5,0
752290,37158,6,0
752290,47209,7,0
752290,20995,8,0
752290,5550,9,0
752290,41953,10,0
752290,31486,11,0
754900,6846,1,1
754900,30353,2,1
754900,34456,3,1
754900,47577,4,1
754900,43013,5,1
754900,4471,6,1
754900,33438,7,1
754900,1090,8,1
754900,40136,9,1
754900,31384,10,1
754900,24142,11,1
754900,32293,12,0
754900,43510,13,0
754900,44204,14,0
754900,10131,15,0
754900,35042,16,0
754900,2512,17,0
754900,6348,18,0
754900,5928,19,1
754900,46941,20,0
754900,37873,21,0
754900,16523,22,0
754900,19919,23,0
754900,32870,24,0
754900,38716,25,1
754900,30428,26,0
754900,46692,27,0
754900,23909,28,1
756661,42562,1,1
756661,48824,2,1
756661,4894,3,0
756661,42191,4,1
756661,4795,5,1
756661,49030,6,0
756661,3881,7,0
756661,23580,8,0
756661,12535,9,0
756661,31066,10,0
758129,37524,1,1
758129,38153,2,1
758129,1970,3,0
758129,13176,4,1
758129,26369,5,1
758129,20760,6,1
758129,21405,7,1
758129,33788,8,0
758129,45946,9,1
758129,26209,10,0
758129,48523,11,0
758129,27845,12,1
758129,48858,13,0
758129,18625,14,0
758499,16384,1,1
758499,19660,2,1
758499,3066,3,1
758499,46584,4,1
758499,22035,5,0
758828,7629,1,1
758828,31506,2,0
758828,42356,3,0
758828,3854,4,0
758828,26372,5,0
758828,36591,6,0
758828,24382,7,0
758828,38455,8,0
758828,32784,9,0
761494,20754,1,1
761494,4391,2,0
761494,40516,3,0
761494,26209,4,0
761494,6046,5,0
762932,4605,1,1
762932,32369,2,1
762932,4799,3,0
762932,36164,4,0
762932,18105,5,1
762932,34358,6,1
762932,34126,7,1
762932,21019,8,1
762932,30967,9,1
762932,24852,10,1
762932,19811,11,0
762932,14289,12,1
762932,4663,13,0
764638,11782,1,0
764638,26882,2,0
764638,21938,3,0
764638,2002,4,0
764638,21137,5,1
764638,39275,6,1
764638,13176,7,0
765335,49683,1,0
765335,26209,2,0
765335,20976,3,0
765335,61,4,0
765335,32873,5,0
765335,13966,6,0
765335,41283,7,0
765335,38191,8,0
765335,45101,9,0
765335,14130,10,0
765335,1756,11,0
765335,15093,12,0
765335,32068,13,0
765335,24640,14,0
765335,23173,15,0
765335,32478,16,0
765335,29392,17,0
766081,33731,1,0
766081,21137,2,1
766081,10831,3,1
766081,38889,4,1
767193,10749,1,1
767193,39928,2,1
767193,22825,3,1
767193,39877,4,1
767193,47209,5,0
767193,21513,6,1
767193,43504,7,1
767193,11644,8,1
767193,30827,9,1
767193,18465,10,1
767193,21295,11,0
767193,21903,12,0
767193,42736,13,0
767193,41220,14,0
767193,28849,15,1
767193,38777,16,0
767193,35715,17,0
767193,34,18,0
767193,42903,19,0
767193,7676,20,0
767193,40229,21,0
769253,11568,1,1
769253,27313,2,1
769253,30353,3,1
769253,28199,4,1
769253,14722,5,1
769253,9387,6,1
769253,38307,7,1
769253,38228,8,1
769253,14280,9,1
769253,27510,10,1
769253,23313,11,0
769253,24780,12,0
769253,10734,13,1
769253,5067,14,0
769253,13286,15,1
769253,3696,16,0
769851,6369,1,1
769851,666,2,1
769851,20955,3,1
770599,47209,1,1
770599,19057,2,1
770599,24852,3,1
770599,36126,4,1
770599,40604,5,1
770599,27554,6,1
770599,37193,7,1
770599,47119,8,1
770599,21137,9,1
770599,16363,10,1
770599,23282,11,1
770599,42265,12,1
770599,35221,13,1
770599,9934,14,1
770599,21417,15,1
770599,5077,16,1
770599,24854,17,1
770599,30776,18,1
770599,24518,19,1
770599,44828,20,1
770599,15899,21,1
770599,29662,22,1
770599,47626,23,1
770599,5652,24,1
770599,32864,25,1
770599,7969,26,1
770599,9339,27,0
770599,22935,28,1
770660,24852,1,1
770660,21616,2,1
770660,47156,3,1
770660,47766,4,1
770984,30489,1,1
770984,30559,2,1
771776,47943,1,0
771776,25824,2,0
771776,3235,3,0
771776,11992,4,0
771776,1700,5,0
771776,24838,6,0
771776,15700,7,0
771776,7781,8,0
771776,14870,9,0
771776,6655,10,0
771776,47652,11,0
771776,9554,12,0
771776,5031,13,0
771776,33647,14,0
771776,22825,15,0
771776,38159,16,0
771776,18205,17,0
771776,45977,18,0
771776,14947,19,0
771776,35221,20,0
771776,6375,21,0
771932,47209,1,1
771932,2078,2,1
771932,41220,3,1
771932,27086,4,1
771932,5603,5,0
771932,36735,6,0
771932,39275,7,0
772790,34668,1,0
772790,10070,2,0
772790,21137,3,0
772790,6740,4,0
772790,8277,5,0
772790,38159,6,0
772790,38777,7,0
772790,24184,8,0
772790,43768,9,0
772790,27966,10,0
772790,28458,11,0
772790,49667,12,0
772790,15579,13,0
772790,36680,14,0
772790,42344,15,0
772790,24118,16,0
772790,23029,17,0
772790,48357,18,0
772790,44359,19,0
772790,38827,20,0
772790,10998,21,0
772790,47029,22,0
772790,42710,23,0
772790,39411,24,0
772790,6187,25,0
772790,42110,26,0
772790,28380,27,0
772790,26521,28,0
772790,3896,29,0
772790,23233,30,0
772790,35561,31,0
772978,44632,1,1
772978,20561,2,1
772978,31683,3,1
772978,1217,4,0
772978,4605,5,1
772978,19003,6,1
772978,15599,7,0
773393,40688,1,0
773393,44375,2,0
773393,10,3,0
773393,21009,4,0
773979,19863,1,1
773979,32141,2,1
773979,29437,3,1
774091,30480,1,1
774091,24852,2,1
774091,39475,3,1
774091,3957,4,1
774091,45123,5,1
774091,26209,6,1
774091,37724,7,1
774091,19049,8,1
774091,42736,9,1
775846,34214,1,0
775846,5449,2,0
775846,4428,3,0
775846,35242,4,0
775846,17652,5,1
775846,11440,6,1
775846,28137,7,0
775846,43463,8,0
775846,35065,9,1
775846,21267,10,1
775846,17200,11,1
775846,42356,12,1
775846,31528,13,1
775846,17600,14,1
775846,3672,15,1
775846,37766,16,0
775846,39928,17,1
777568,22419,1,1
777568,47815,2,0
777568,25706,3,1
777568,21497,4,0
777568,32864,5,1
777568,30845,6,1
777568,4210,7,0
777568,8195,8,0
777568,12427,9,0
777568,47962,10,0
777568,44683,11,0
777568,44514,12,0
777568,38341,13,0
777568,17616,14,0
777568,46410,15,0
777568,39975,16,0
777568,48205,17,0
777628,21137,1,1
777628,9839,2,1
777628,46738,3,1
777628,14161,4,1
777628,24852,5,1
777628,4605,6,0
777628,43122,7,0
777628,47766,8,1
777628,26648,9,0
777628,34358,10,0
777628,40706,11,1
777628,39619,12,0
777628,36322,13,0
777628,38288,14,0
777897,1463,1,1
777897,13176,2,1
777897,47672,3,1
777897,37511,4,1
777897,22963,5,1
777897,8277,6,1
777897,20339,7,1
777897,10798,8,1
777897,18288,9,1
777897,17600,10,1
777897,30233,11,1
777897,27344,12,0
777897,40054,13,0
777897,49235,14,0
777897,46440,15,0
777897,47209,16,0
777897,27521,17,1
777897,42265,18,1
777897,44359,19,0
777897,27966,20,0
777897,5393,21,0
777897,31720,22,0
778015,46107,1,1
778015,48812,2,1
778015,18468,3,1
778015,14634,4,1
778015,23909,5,1
778015,24852,6,1
778015,29487,7,1
778015,23734,8,1
778046,24852,1,0
778046,46676,2,0
778046,9387,3,0
778046,28204,4,0
778046,37766,5,0
778046,16797,6,0
779005,10603,1,1
779005,29987,2,0
779005,8076,3,0
779005,41844,4,1
779005,25513,5,0
779297,13176,1,1
779297,39922,2,1
779297,7131,3,0
779297,4724,4,0
781619,27845,1,1
781619,47209,2,1
781619,5479,3,1
781619,13176,4,1
781619,46979,5,1
781619,27966,6,1
781619,8592,7,1
781619,4920,8,1
781619,37119,9,1
781619,31506,10,1
781619,15687,11,0
782220,13176,1,1
782220,27845,2,1
782220,32467,3,0
782220,39561,4,0
782220,25876,5,1
782220,39216,6,0
782220,43295,7,1
782220,42445,8,1
782485,47119,1,1
782485,5876,2,1
782485,13176,3,1
782485,18564,4,1
782485,35163,5,1
782485,6287,6,1
782485,24184,7,1
782485,20995,8,1
782485,26800,9,1
782485,29864,10,1
782485,15557,11,1
782485,37687,12,1
782810,23115,1,0
782810,5165,2,0
782810,43789,3,0
782810,22935,4,0
782810,18656,5,0
782810,46667,6,0
782810,32412,7,0
782810,24184,8,0
782810,27104,9,0
782810,890,10,0
782810,21903,11,0
782810,9955,12,0
782810,24852,13,0
782810,7500,14,0
782810,16772,15,0
782810,8277,16,0
782810,16521,17,1
782810,45002,18,0
782810,18362,19,0
783710,11383,1,0
783710,12916,2,0
783710,39680,3,0
786724,44632,1,1
786724,17949,2,0
786724,22255,3,0
786724,48726,4,1
786975,43352,1,1
787160,22935,1,1
787160,40992,2,1
787160,17461,3,1
787160,21709,4,1
787160,8277,5,1
787160,36976,6,1
787160,21903,7,1
787160,42265,8,1
787160,47766,9,1
787499,14437,1,0
787499,27966,2,0
787499,2151,3,0
787499,40203,4,0
787499,19057,5,0
787499,40660,6,0
787499,48695,7,0
787499,28155,8,0
787499,42343,9,0
787499,31565,10,0
787499,14999,11,0
787499,31343,12,0
787499,39612,13,0
787499,43867,14,0
788886,8859,1,0
788886,8926,2,0
788886,9358,3,0
788886,5258,4,0
788886,39863,5,0
788886,12341,6,0
788886,44853,7,0
789024,39475,1,1
789024,42450,2,1
789024,42817,3,1
789024,20597,4,0
789024,5144,5,0
789024,45221,6,0
789024,6975,7,0
789151,47977,1,1
789151,1202,2,1
789151,39108,3,1
789151,3583,4,1
789151,19660,5,1
789151,33198,6,1
789151,47209,7,1
789867,46061,1,1
791415,13997,1,0
791415,24852,2,0
791415,49383,3,0
791415,30406,4,0
791415,30391,5,0
791415,43961,6,0
791415,47766,7,0
791415,48057,8,0
791415,3376,9,0
791415,11481,10,0
791415,17419,11,0
791415,44628,12,0
791415,40516,13,0
791415,29487,14,0
791415,17186,15,0
791415,24964,16,0
791415,7628,17,0
791415,16535,18,0
791415,22400,19,0
791415,25326,20,0
791415,42768,21,0
791415,48679,22,0
791580,45917,1,1
791580,12745,2,1
791580,17044,3,1
791580,43891,4,1
791580,24852,5,1
791580,283,6,0
791580,49383,7,1
791580,38419,8,1
791580,28593,9,0
791580,25256,10,1
791743,33125,1,0
791743,13176,2,1
791743,8277,3,1
791743,43662,4,1
791743,8309,5,0
791743,16970,6,0
791743,22035,7,1
791743,14197,8,1
791743,4605,9,1
791743,3376,10,1
791743,47209,11,1
791743,43713,12,0
791743,45007,13,0
791743,19048,14,1
791743,11097,15,1
791743,26209,16,1
791743,44449,17,1
791743,30463,18,0
791895,42736,1,1
791895,36011,2,1
791895,24852,3,1
791895,2574,4,1
791895,28331,5,1
791895,49294,6,1
791895,5479,7,1
791895,11737,8,1
791895,36117,9,1
791895,9051,10,1
791895,8021,11,1
791895,31288,12,1
791895,24964,13,1
791895,14401,14,1
791895,39619,15,1
791895,18286,16,1
791895,44643,17,1
791895,7559,18,0
791895,13746,19,0
791895,44359,20,0
791895,42617,21,0
792131,4428,1,1
792131,24561,2,1
792131,1940,3,1
792131,4091,4,1
792131,23801,5,1
792131,14147,6,1
792131,28473,7,1
792131,17426,8,1
792131,38238,9,1
792131,7644,10,1
792131,23029,11,0
792131,5438,12,1
792131,27344,13,0
792937,40725,1,0
792937,32655,2,1
792937,39619,3,0
792937,37642,4,0
793878,4137,1,0
793878,33331,2,0
793878,20955,3,0
793878,294,4,1
793878,42431,5,0
793878,18115,6,0
793878,25999,7,0
793878,35004,8,0
793878,22474,9,0
793878,21246,10,0
793878,38566,11,0
793878,2932,12,0
793878,31395,13,1
793878,39161,14,1
793878,44177,15,1
793878,33219,16,0
793878,42050,17,0
793878,890,18,0
793878,4058,19,0
793878,44987,20,0
793878,19511,21,0
793878,10053,22,0
794088,1463,1,1
794088,33686,2,1
794088,29105,3,0
794088,19678,4,1
794088,28985,5,1
794088,2314,6,0
794088,5450,7,0
794088,48086,8,1
794088,38622,9,1
794088,17568,10,0
794088,4367,11,0
794088,18594,12,1
794088,35769,13,0
794088,30489,14,0
794088,39475,15,1
794088,21903,16,0
795341,23616,1,0
795341,31487,2,0
795341,21019,3,1
795341,33232,4,1
795341,47802,5,0
795341,5646,6,0
796476,35561,1,1
796476,13535,2,0
797006,5091,1,1
797006,2966,2,1
797006,15424,3,1
797006,47990,4,1
797006,30958,5,0
797006,43279,6,0
797006,16696,7,0
797006,1354,8,0
797006,1521,9,0
797006,8873,10,0
797006,33056,11,0
797006,32602,12,0
797006,43631,13,0
797045,11759,1,1
797045,13042,2,1
797045,35561,3,1
797045,21769,4,1
797045,16797,5,1
797045,44172,6,1
797045,37710,7,1
797045,26348,8,1
797045,40688,9,1
797045,19691,10,1
797604,34622,1,1
797604,45007,2,1
797604,44910,3,1
797604,25138,4,0
797604,27521,5,1
797604,36042,6,1
797604,49191,7,1
800018,31717,1,1
800018,8021,2,0
800018,15392,3,0
800018,10246,4,1
800018,29675,5,1
800018,4605,6,1
800018,9755,7,0
800018,16168,8,0
800018,43789,9,1
800778,40545,1,1
800778,28493,2,1
800778,23879,3,1
800778,38772,4,1
800778,38303,5,0
800778,30450,6,1
800778,28993,7,0
800778,29487,8,0
800778,30776,9,1
800778,25424,10,1
800778,9808,11,1
800778,13819,12,1
802191,16505,1,0
802191,7628,2,0
802191,32850,3,0
802191,25659,4,1
802191,2326,5,1
802191,5450,6,1
802191,33000,7,1
802191,35140,8,1
802191,27531,9,1
802191,49683,10,1
802191,21903,11,1
802191,17795,12,1
802191,34584,13,0
802191,27966,14,0
802191,17948,15,0
802191,38777,16,0
802191,28123,17,0
802191,40141,18,0
802191,30489,19,0
802191,11784,20,0
802191,34194,21,0
802191,31717,22,0
802191,42557,23,0
802191,1360,24,1
802191,18027,25,1
802191,17600,26,0
803712,4461,1,0
803712,38510,2,1
803712,17794,3,1
803712,4605,4,0
803712,13176,5,1
803712,41787,6,1
803712,24552,7,1
803712,41588,8,1
803712,12145,9,1
803712,32655,10,1
803712,27521,11,0
803712,5876,12,1
