"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
1242592,46327,"train",5,6,"12",20
1614263,203160,"prior",36,2,"08",2
67869,191292,"prior",24,4,"07",14
1071321,141551,"train",4,3,"17",5
3356074,22624,"prior",13,1,"13",11
2738756,179949,"prior",2,4,"10",15
1866071,38493,"train",7,0,"13",30
529038,205000,"prior",21,5,"17",5
1685184,70349,"prior",11,5,"07",3
1539517,15338,"prior",5,1,"18",30
2520125,55935,"prior",69,3,"12",3
1807813,146811,"prior",5,2,"14",8
1973916,134598,"prior",6,3,"14",10
2183903,41587,"prior",17,4,"20",7
3403015,123685,"prior",2,3,"10",30
2770359,50482,"prior",19,0,"18",12
1537979,149354,"prior",10,1,"19",10
1346111,186579,"prior",21,4,"13",7
2443564,119017,"prior",5,3,"20",30
923200,35707,"prior",6,0,"13",21
3203201,204456,"prior",25,1,"15",3
2928676,186520,"prior",17,4,"07",2
30366,181597,"prior",38,4,"14",2
3176349,5611,"prior",9,0,"14",22
1857508,20676,"prior",19,0,"14",12
3052066,31344,"prior",6,1,"13",7
2959752,8153,"prior",3,6,"10",30
160530,195868,"prior",12,1,"15",4
434388,146449,"prior",20,1,"18",3
1235223,95329,"prior",3,0,"11",30
1603094,62004,"prior",4,1,"08",30
184205,171570,"prior",6,3,"13",7
2585616,10972,"prior",52,3,"16",3
1774593,36899,"prior",2,1,"13",30
568463,112793,"prior",37,1,"16",0
423486,94764,"prior",31,4,"15",4
2239615,111128,"prior",25,2,"19",2
1284119,3466,"train",5,5,"13",30
1069858,146540,"prior",77,4,"11",0
1854502,19713,"prior",4,2,"12",23
1776456,91116,"train",4,3,"15",16
2159226,164444,"prior",2,6,"19",5
3370998,128962,"prior",4,6,"20",10
2309342,39511,"train",8,0,"11",14
674044,163886,"prior",2,1,"15",30
1207798,43416,"prior",49,1,"19",3
2635191,76594,"prior",99,1,"09",3
542382,175458,"prior",10,1,"21",21
2195106,119931,"prior",54,1,"20",2
3405286,159680,"prior",47,5,"11",15
3380945,1254,"prior",18,0,"18",16
2730162,196915,"prior",5,2,"13",6
1949236,90720,"prior",12,5,"16",30
2600165,179355,"prior",2,2,"12",3
1456404,170263,"prior",41,1,"19",5
1305801,185719,"prior",15,1,"17",7
1414797,153660,"test",6,3,"12",12
2253190,65141,"prior",40,5,"14",1
1475202,25333,"prior",17,6,"10",2
3182860,16298,"prior",80,6,"18",5
1976664,142966,"prior",7,5,"15",7
2542783,70606,"prior",12,6,"20",11
262293,11693,"test",25,2,"20",2
3306442,121721,"train",7,3,"10",30
1931941,164291,"prior",4,3,"14",24
1378612,88749,"prior",3,2,"16",30
1022503,111806,"prior",7,4,"10",4
3252612,64229,"prior",7,3,"22",15
995539,160127,"prior",2,1,"13",15
699696,128456,"prior",11,5,"17",13
1174018,164140,"prior",47,3,"08",5
3398129,64978,"prior",3,4,"17",5
623140,103196,"prior",34,4,"20",6
2856377,48545,"prior",6,1,"18",30
3106868,70474,"prior",4,1,"15",30
1097392,165019,"prior",10,0,"13",30
869843,46295,"prior",6,0,"08",5
1744586,180431,"prior",4,3,"15",4
1775805,9792,"prior",14,5,"13",15
2574020,103065,"prior",10,2,"10",2
1091202,181970,"prior",22,1,"09",4
1535844,11728,"prior",17,5,"19",14
1164072,22104,"prior",70,1,"12",2
534486,149197,"prior",15,2,"13",5
1920316,181889,"prior",18,3,"15",11
3199666,38487,"prior",15,1,"15",6
490036,58707,"prior",29,0,"14",5
811044,30578,"prior",2,1,"10",10
2571557,22929,"prior",41,3,"19",1
2257561,10023,"prior",11,1,"17",8
1938791,79963,"test",6,3,"07",30
3022790,66448,"prior",20,0,"13",5
2437642,2069,"prior",2,1,"16",12
3125987,111651,"prior",7,4,"20",2
547797,97917,"prior",3,6,"13",20
990331,162156,"prior",14,1,"11",11
173236,115480,"prior",2,3,"13",30
3385053,167951,"prior",34,2,"11",1
1840380,16027,"test",4,6,"17",30
626315,60303,"prior",20,2,"13",30
1514444,105162,"prior",48,0,"14",1
1041761,140168,"prior",38,5,"10",9
3296061,183050,"train",10,1,"10",30
1387602,45132,"prior",2,2,"16",21
1557068,4493,"test",8,1,"16",30
569109,187149,"prior",4,3,"14",30
2167899,158191,"prior",5,2,"08",5
139361,168460,"prior",28,2,"09",5
1704835,5932,"prior",99,6,"16",0
1837182,56857,"prior",25,4,"22",3
1934678,11026,"prior",9,1,"15",14
181468,50467,"prior",37,1,"14",3
166492,197536,"prior",10,3,"19",5
1927985,81803,"prior",6,4,"16",30
3073688,89682,"prior",2,2,"18",15
2068852,111341,"prior",7,1,"13",6
1542990,101545,"prior",9,6,"13",7
2955093,1748,"prior",24,5,"11",6
1610288,165653,"prior",3,5,"16",1
2160420,163033,"prior",42,5,"15",4
3318839,68428,"prior",22,3,"19",14
982575,55793,"prior",3,3,"15",1
2695333,196524,"prior",8,1,"00",7
2211864,47279,"prior",18,4,"13",8
2948523,19500,"prior",83,4,"16",3
3402584,165819,"train",9,1,"17",6
2201467,109978,"prior",12,0,"17",7
225860,77264,"prior",34,3,"12",4
181775,140455,"train",11,0,"09",30
2581705,78367,"prior",20,4,"13",8
1204654,59880,"prior",35,1,"08",30
2256855,167873,"prior",18,6,"08",5
609991,17225,"prior",5,3,"14",3
3297020,118013,"prior",5,3,"13",12
47906,129241,"prior",16,1,"17",11
1650820,55806,"prior",11,2,"11",5
1618460,192329,"prior",64,5,"15",6
2389584,157657,"prior",39,5,"14",2
1006952,5106,"prior",2,2,"17",14
1859878,91047,"prior",11,0,"08",30
1402651,200443,"prior",5,4,"17",13
459937,1024,"prior",71,4,"14",1
3155235,168867,"prior",5,2,"19",16
3170312,2497,"prior",5,6,"19",30
707665,152378,"prior",28,3,"19",2
1902314,119217,"test",4,5,"12",30
1516086,35590,"prior",3,0,"16",7
1107403,40124,"prior",17,5,"17",7
1735497,149992,"prior",6,4,"23",2
2052634,164949,"prior",36,4,"13",0
530604,76213,"prior",14,0,"15",4
1298474,24694,"prior",3,0,"16",19
1814752,169224,"prior",4,4,"14",7
2632347,188900,"prior",5,0,"15",27
797604,58446,"prior",3,3,"18",5
924075,92937,"prior",5,0,"12",8
3330269,109466,"prior",27,1,"12",3
1118551,96079,"prior",15,0,"17",6
89378,64368,"prior",39,4,"21",1
2310329,131888,"prior",5,2,"13",5
1444333,5084,"train",4,6,"10",6
195569,97654,"prior",7,1,"19",23
1852019,141174,"prior",22,5,"11",4
367910,34233,"prior",25,6,"16",18
3134527,92502,"prior",24,0,"00",7
3024700,95768,"prior",77,1,"10",5
239673,63653,"prior",19,3,"11",2
585441,177564,"prior",39,6,"12",7
3411781,17727,"prior",2,4,"22",8
1705653,196223,"prior",4,1,"13",30
1469544,117529,"test",5,5,"18",30
1107503,100197,"prior",7,6,"13",9
2584137,17109,"prior",11,2,"11",17
2714571,99119,"prior",42,4,"12",6
1728077,108222,"prior",19,4,"14",7
3157477,89304,"prior",63,0,"16",3
1976043,191029,"prior",3,5,"14",10
48861,138531,"prior",18,2,"14",2
429051,86713,"prior",3,2,"12",10
733022,64839,"prior",18,0,"19",9
2719135,47599,"prior",3,4,"15",4
2920298,40905,"prior",3,6,"23",9
1371428,152922,"prior",3,2,"18",5
2132837,106685,"prior",46,0,"18",15
1998013,145229,"prior",3,0,"09",21
2606282,123569,"prior",6,4,"11",3
2743123,84548,"prior",6,6,"11",21
1131641,71070,"prior",22,1,"17",6
2158660,70641,"test",19,0,"10",30
3413803,15734,"prior",9,0,"08",14
2639574,57049,"prior",2,4,"20",11
1301443,50474,"prior",4,3,"15",2
1760777,175323,"prior",9,1,"18",18
2087384,104566,"prior",14,4,"09",18
122919,33728,"prior",3,0,"16",30
1031538,184881,"prior",66,4,"09",3
2736789,205121,"prior",2,3,"18",24
1674775,167959,"prior",11,5,"11",2
662726,142448,"prior",12,6,"12",4
1804829,68845,"prior",9,3,"16",4
789867,148233,"prior",58,2,"12",1
3197796,13362,"prior",37,2,"16",14
2990255,127330,"prior",19,5,"08",4
2962955,35190,"prior",59,1,"14",1
969604,72689,"prior",5,0,"09",7
1501013,9397,"train",11,6,"13",17
1751503,62877,"prior",27,3,"07",7
1687460,117028,"prior",14,2,"12",8
494608,87616,"prior",38,4,"12",7
48391,186032,"prior",3,4,"18",3
483625,45981,"prior",5,2,"11",5
3279301,2834,"prior",7,1,"12",30
276921,87387,"prior",7,3,"22",1
2979863,166596,"prior",6,0,"17",3
2739881,119514,"prior",6,0,"13",11
1313406,183421,"prior",8,2,"18",13
290864,16758,"prior",30,1,"18",10
1095309,185507,"prior",15,3,"12",2
3304014,160479,"prior",21,5,"16",15
3254186,102915,"prior",64,5,"14",2
921134,1120,"prior",71,4,"07",2
851622,127820,"prior",11,5,"12",6
665095,176161,"prior",29,0,"12",7
2205197,115691,"prior",10,1,"13",8
365831,55879,"prior",17,1,"14",5
3322032,175923,"prior",9,6,"09",2
2672062,154614,"prior",5,3,"07",24
609383,194199,"prior",25,6,"16",9
1892132,201774,"prior",7,4,"13",7
949161,7598,"prior",4,1,"15",30
811531,77601,"prior",2,3,"16",18
3079097,171360,"test",62,2,"13",4
1521565,35228,"prior",21,5,"06",3
3192688,85679,"prior",5,6,"11",5
253244,123381,"prior",6,5,"10",28
1077938,196518,"prior",29,0,"15",4
792937,139000,"prior",8,5,"16",6
3027209,137824,"train",35,6,"10",7
3060231,70352,"prior",9,5,"14",9
2176408,101985,"prior",10,2,"22",3
650262,1232,"prior",23,0,"16",23
3164536,62045,"prior",30,6,"10",12
2247278,115022,"prior",9,1,"17",3
982988,153277,"prior",24,2,"16",14
770878,51422,"test",55,0,"11",7
2154909,73885,"prior",22,4,"16",3
2572796,52846,"prior",12,3,"17",7
3178155,21917,"prior",2,0,"13",6
2204574,151292,"prior",58,0,"09",4
3293410,78557,"train",18,0,"18",6
194978,103554,"prior",16,4,"09",3
2949082,4157,"prior",2,0,"12",8
3408014,109126,"train",4,4,"19",1
88984,117291,"prior",7,1,"10",30
280394,25260,"prior",6,3,"11",19
486190,22466,"prior",34,1,"08",4
2488801,14791,"prior",13,2,"19",6
922436,66581,"prior",19,3,"13",9
713083,54766,"prior",15,2,"17",1
503310,59826,"prior",4,1,"18",30
1585155,86218,"prior",15,3,"08",10
1933779,17019,"prior",5,0,"10",30
1364890,83916,"prior",34,0,"18",3
1324979,24508,"prior",10,0,"10",28
384533,149686,"prior",5,6,"09",9
2811069,165604,"train",5,6,"13",30
3062658,9817,"prior",28,4,"16",5
2861654,192720,"prior",3,1,"16",28
2729747,195086,"prior",20,1,"20",6
2947584,135372,"prior",79,4,"18",1
2837242,41487,"prior",7,2,"09",30
1722431,129003,"prior",15,2,"14",13
3419889,180103,"prior",19,6,"10",3
1813019,27586,"prior",13,6,"10",7
208995,2481,"prior",6,0,"17",6
3095016,182889,"prior",13,6,"12",4
439302,16510,"prior",8,1,"12",30
931489,196089,"prior",7,2,"14",19
2738904,98306,"prior",12,0,"10",9
101473,6944,"prior",9,3,"09",13
1897369,189170,"prior",66,3,"08",7
2075740,70350,"prior",2,6,"16",30
3092412,115495,"prior",43,2,"14",9
2861316,184919,"prior",9,3,"13",6
1663580,50365,"prior",52,2,"11",6
837319,123523,"prior",3,1,"18",10
56915,194086,"prior",12,1,"16",28
1211209,14748,"prior",5,4,"14",23
435628,191588,"prior",43,1,"10",14
2087022,42037,"prior",46,6,"12",2
1703558,171172,"prior",3,0,"09",12
519556,163157,"prior",7,3,"08",9
2217763,154781,"prior",65,5,"17",1
1841401,23142,"prior",22,3,"17",21
1537587,15808,"prior",3,2,"09",22
3000742,112278,"prior",4,1,"17",30
2298744,9724,"prior",2,0,"15",0
601653,198085,"prior",24,6,"17",5
1636996,140324,"prior",4,0,"16",14
3334148,199233,"prior",7,6,"18",0
2480335,117661,"prior",27,6,"16",5
1179716,93837,"prior",3,6,"11",30
2813945,73536,"prior",9,0,"13",5
2658269,140335,"prior",62,0,"14",4
488226,107143,"prior",16,0,"15",2
1379064,57164,"prior",3,6,"15",21
2212535,118440,"prior",2,1,"13",20
388324,161478,"prior",7,1,"10",21
1646082,93945,"prior",2,6,"13",30
2083990,130782,"prior",4,3,"09",30
2817650,115824,"prior",9,2,"13",4
2123799,171564,"prior",30,2,"13",1
2251256,10639,"prior",16,1,"08",17
920642,45938,"prior",45,2,"20",2
2688336,195115,"prior",19,3,"15",3
2586048,118942,"prior",11,0,"13",7
2193688,109638,"prior",6,4,"15",30
860487,16652,"prior",6,6,"19",19
2982806,43172,"prior",21,6,"01",4
594293,106183,"prior",7,1,"07",7
3071876,46281,"prior",5,3,"12",12
1198090,169118,"prior",17,6,"19",19
3111294,147359,"test",65,0,"19",6
2370015,133838,"prior",22,2,"15",3
3020450,125002,"prior",10,4,"19",3
1481449,164475,"prior",5,3,"10",7
810921,162677,"prior",33,5,"09",7
2415138,78310,"prior",4,6,"17",7
288192,25625,"prior",22,5,"11",11
1992352,113222,"prior",10,1,"07",15
2285223,23037,"test",19,4,"21",14
2417886,99149,"prior",31,6,"10",13
2791389,149955,"prior",8,2,"11",4
1342439,191827,"prior",2,0,"10",23
1525341,37801,"prior",25,0,"12",5
2566381,111662,"prior",12,3,"11",15
1043943,206206,"test",68,0,"20",0
683472,201992,"prior",14,0,"06",12
2974211,135918,"train",6,2,"10",27
2714346,155015,"train",20,2,"10",6
692853,177185,"prior",2,6,"19",10
1906689,33842,"prior",42,5,"16",7
3011413,145705,"prior",9,5,"18",5
2586036,87003,"prior",41,4,"10",7
3031865,13969,"prior",7,5,"20",9
2672577,192703,"prior",9,4,"11",9
1777519,61497,"prior",4,0,"12",30
813668,32138,"prior",9,6,"16",4
2024495,88540,"prior",2,1,"16",30
2338127,16409,"prior",2,4,"17",4
656728,43,"prior",3,4,"11",7
1832373,28200,"prior",18,2,"12",6
2903465,63660,"prior",2,3,"17",18
326392,159725,"prior",6,0,"11",0
620552,47497,"prior",13,2,"23",2
2980210,44381,"prior",15,3,"16",30
608966,47076,"prior",70,6,"15",4
1364481,136104,"prior",93,2,"09",4
2494815,94648,"prior",11,5,"07",14
1766592,151608,"prior",39,0,"06",15
1062392,32214,"prior",6,2,"11",28
2836537,190857,"prior",5,4,"14",9
188122,144580,"prior",11,3,"01",22
1614290,173707,"prior",7,6,"16",0
747192,59884,"prior",11,5,"13",7
1799589,183862,"prior",28,4,"17",7
2498868,92138,"prior",7,0,"16",8
267939,147943,"prior",6,3,"17",13
496327,126575,"prior",40,5,"11",4
793878,203389,"prior",7,4,"10",5
1073839,120349,"test",19,4,"16",8
2250067,76999,"prior",27,5,"17",2
2818684,160646,"prior",8,1,"12",7
2556356,1574,"prior",3,5,"12",7
3179504,28965,"prior",9,4,"18",30
1649147,137252,"prior",7,0,"09",7
3113932,44176,"prior",3,3,"15",5
2812719,152929,"prior",46,4,"23",2
3257283,11431,"prior",32,5,"10",4
3042581,81206,"prior",10,5,"11",10
1270689,78418,"prior",2,4,"15",30
1138733,77991,"prior",2,5,"06",5
2769496,194311,"prior",10,4,"13",4
2023431,79524,"prior",5,3,"16",6
1699988,198240,"prior",7,6,"20",6
730123,144379,"prior",22,0,"14",7
2571722,171661,"prior",65,3,"12",2
1682146,94092,"prior",15,1,"14",7
309398,188933,"prior",29,1,"12",30
3419322,70714,"prior",30,5,"09",7
1416607,87783,"prior",5,5,"07",1
3200416,94588,"prior",11,1,"13",2
2007089,153433,"prior",15,0,"09",7
1240490,13185,"prior",10,6,"14",13
3377485,161245,"train",7,1,"15",27
1877459,8335,"train",10,3,"14",7
3088787,14211,"prior",6,2,"14",7
200353,73241,"prior",2,1,"14",22
3294188,193296,"prior",7,0,"16",16
459612,85816,"prior",3,6,"10",7
764638,134806,"prior",3,2,"19",16
3255501,134538,"prior",7,1,"13",7
797006,11933,"prior",7,3,"17",30
3293637,44580,"prior",58,1,"11",4
2454317,159352,"prior",74,5,"14",3
2473595,126596,"prior",41,4,"12",3
510741,132524,"prior",7,3,"13",8
1664424,165938,"prior",42,4,"11",3
2908200,166974,"prior",12,5,"10",10
886230,30516,"prior",2,4,"19",30
1148703,3375,"prior",5,4,"09",6
43425,94407,"prior",2,5,"21",5
5880,36497,"prior",7,6,"14",4
3007346,118512,"train",5,0,"11",30
1265323,47325,"prior",2,0,"09",21
803712,180035,"prior",39,0,"14",5
1550853,165753,"prior",3,4,"13",17
2283499,108719,"prior",34,4,"11",6
155057,84782,"prior",4,5,"11",2
2714141,169859,"test",5,1,"14",30
1965824,157380,"prior",52,4,"12",5
477909,87996,"prior",2,1,"13",14
3237013,72853,"prior",14,5,"06",8
1054716,156864,"prior",4,2,"15",7
1997685,65325,"prior",13,2,"09",1
1861546,45151,"train",9,4,"18",11
2839685,78985,"prior",10,6,"20",11
1073051,1973,"prior",9,4,"15",11
1187186,144993,"prior",59,5,"08",3
284867,23959,"prior",6,1,"11",8
838830,111248,"prior",24,3,"08",7
1003311,100634,"prior",9,6,"08",10
1821971,145809,"prior",2,1,"15",12
836212,130465,"prior",63,2,"13",5
1894507,90253,"train",9,6,"08",30
1318597,6534,"prior",3,6,"19",7
3213148,37887,"prior",20,3,"16",3
627883,23024,"prior",10,1,"13",30
292407,64843,"prior",23,6,"12",30
703945,13127,"prior",5,4,"10",6
81963,160713,"prior",20,0,"18",11
218186,78505,"prior",6,0,"14",19
3145258,155862,"prior",3,5,"15",8
1705116,65807,"prior",65,2,"10",4
2074066,19516,"prior",22,6,"13",13
743269,201770,"prior",4,0,"12",15
800778,42345,"prior",31,5,"13",12
2671479,19626,"prior",40,0,"12",5
3004064,37471,"prior",4,0,"08",15
1053740,155636,"prior",7,1,"10",2
81012,142,"prior",20,6,"14",19
3110749,140135,"prior",8,0,"13",3
2138547,138563,"prior",45,1,"17",1
260480,132104,"prior",8,3,"12",18
1529588,145157,"train",8,6,"17",7
832727,151719,"prior",15,3,"18",9
138091,125812,"prior",5,2,"18",21
904643,101746,"prior",10,1,"09",7
1421486,14474,"prior",37,0,"20",7
3374069,36744,"prior",6,5,"16",2
171835,200541,"test",15,3,"15",21
2250745,126307,"prior",3,2,"13",19
3085054,133004,"test",10,6,"20",7
3045985,191631,"train",36,6,"10",1
2472155,102266,"prior",18,0,"08",10
31201,79238,"prior",2,4,"11",1
1532869,73162,"prior",49,6,"10",7
971915,110238,"prior",51,5,"17",2
1021471,23980,"prior",8,2,"16",6
1865042,173444,"prior",10,2,"00",19
2346089,25481,"prior",62,2,"09",5
773979,32442,"prior",26,1,"23",5
293916,113392,"prior",28,6,"14",4
939017,30776,"prior",11,6,"09",13
6030,73989,"prior",4,3,"09",16
2186102,110831,"prior",14,5,"11",11
839737,57996,"prior",27,5,"13",8
2564247,32163,"prior",7,0,"06",24
1270301,68328,"prior",8,0,"16",4
2692867,63554,"prior",27,1,"01",5
1055552,171953,"train",11,4,"16",15
2667153,73112,"prior",9,3,"20",3
1813693,119678,"prior",31,4,"12",9
3193396,6734,"prior",39,6,"13",16
3009750,147647,"test",26,0,"14",12
106650,56120,"prior",5,1,"17",4
3105348,81241,"prior",3,1,"09",10
900503,23107,"test",44,0,"08",9
1575513,148219,"prior",8,2,"13",30
2980430,99681,"prior",6,6,"09",4
1026067,68664,"prior",4,5,"12",30
1387503,165857,"prior",41,6,"21",4
366050,1584,"prior",48,0,"12",9
1078326,73542,"prior",81,2,"10",5
1843129,146058,"prior",3,1,"17",14
316724,102355,"prior",5,5,"13",8
3250112,112682,"prior",34,6,"17",30
2578661,133335,"prior",14,0,"14",7
2330068,200215,"prior",5,3,"15",7
175619,180332,"prior",9,5,"10",4
2981905,8105,"prior",11,6,"13",2
3096736,148965,"prior",6,5,"13",10
2705615,3052,"prior",5,0,"09",0
517921,108843,"test",6,1,"12",14
1474901,121451,"prior",4,5,"18",13
3320573,54811,"prior",31,3,"10",16
58242,151447,"prior",3,2,"11",22
1865313,54074,"prior",3,6,"20",18
1791433,134057,"prior",2,6,"16",3
2766281,5988,"prior",4,0,"14",9
2880294,200800,"prior",28,5,"23",0
3137208,68882,"prior",9,5,"17",30
2995793,100168,"prior",2,4,"18",19
542770,36825,"prior",5,3,"10",16
2740264,27380,"prior",25,6,"09",7
3141935,116444,"prior",7,5,"14",2
1162807,111346,"test",11,0,"14",30
3055631,199949,"prior",4,3,"12",5
3261636,54154,"prior",5,3,"14",21
55826,192543,"prior",4,6,"14",13
3010265,40056,"prior",18,2,"17",9
2373097,8270,"prior",25,6,"11",1
3224934,165820,"prior",29,5,"13",2
1998093,24391,"prior",39,3,"17",0
923271,20842,"prior",21,1,"09",1
1148600,38023,"prior",4,3,"14",9
857699,47158,"prior",7,3,"12",8
2010029,204876,"prior",15,2,"13",6
2295921,107232,"prior",32,2,"11",1
1516720,47855,"prior",15,0,"13",3
3143457,133716,"prior",18,2,"12",4
199347,5099,"prior",10,6,"12",18
2162603,156503,"prior",16,0,"18",9
1632862,50581,"prior",6,1,"14",8
1837346,14252,"prior",12,1,"19",30
2577286,90516,"prior",16,4,"14",6
1391933,168892,"test",6,1,"07",30
2226820,132412,"train",4,0,"19",26
1984057,59089,"prior",8,5,"14",0
2591193,2937,"prior",23,3,"08",3
1946421,97043,"prior",9,2,"14",12
429145,93077,"prior",2,6,"15",6
966503,143352,"prior",85,0,"08",3
1353244,128218,"test",46,0,"14",8
3223819,68595,"prior",9,2,"15",0
1915934,175956,"prior",4,3,"13",14
3271464,61604,"prior",2,1,"09",14
1580922,35857,"prior",18,1,"13",8
3397386,46404,"prior",8,3,"19",9
3264349,87525,"prior",3,4,"15",12
1065570,45276,"prior",59,3,"09",2
119526,183101,"test",68,4,"16",0
1064892,95480,"prior",25,5,"16",13
3316542,17981,"prior",18,0,"14",2
403672,6330,"prior",50,2,"06",1
887281,129727,"prior",9,0,"16",30
2352516,168386,"prior",23,3,"16",2
2480800,178187,"prior",62,5,"20",4
1871834,105206,"prior",5,4,"20",14
2616093,18688,"prior",2,4,"18",19
1944884,28781,"prior",2,3,"12",12
1847542,99352,"prior",34,3,"14",2
1963753,182970,"prior",7,5,"15",21
2335738,160502,"prior",34,2,"14",7
1518257,36872,"prior",26,0,"16",20
2731862,123372,"prior",6,2,"15",21
637707,166185,"prior",10,5,"08",14
850594,170589,"prior",20,0,"19",6
1619124,33371,"prior",11,4,"09",22
3152171,191355,"prior",11,0,"16",30
2414790,149717,"prior",17,2,"19",12
2357337,52985,"prior",39,4,"12",30
1799978,71642,"prior",25,5,"18",2
1600385,6578,"prior",11,0,"14",30
1632813,27582,"prior",21,6,"22",10
2027685,47666,"prior",60,2,"17",3
291109,72601,"prior",34,5,"10",2
781619,153932,"prior",34,4,"12",6
103057,144632,"prior",5,5,"20",12
1602857,118289,"prior",6,4,"18",7
3218481,197357,"prior",3,3,"07",9
437371,153670,"prior",12,2,"18",30
758129,54509,"prior",14,0,"12",6
1591001,186308,"prior",19,2,"16",18
3106186,107693,"prior",7,6,"12",10
908210,63557,"prior",2,5,"18",30
2594032,10071,"prior",32,1,"20",4
2803296,179192,"train",90,0,"10",3
1066136,53955,"prior",5,0,"10",8
2345396,152132,"prior",15,0,"10",14
2781349,85823,"prior",62,2,"11",1
1395584,154509,"prior",5,2,"15",6
1684302,30947,"prior",41,1,"18",8
3027090,178030,"prior",39,5,"18",4
3067794,1177,"prior",13,6,"19",13
425105,97669,"prior",41,5,"18",27
357655,73728,"prior",25,1,"10",12
2856599,92131,"prior",26,0,"09",5
1543422,54679,"prior",3,1,"14",14
1450475,99785,"prior",6,0,"09",5
2867789,121354,"prior",22,3,"10",2
92095,71199,"prior",17,6,"11",10
1221428,201410,"prior",7,4,"13",25
2048024,120648,"prior",29,0,"21",6
2673339,84175,"prior",8,1,"12",7
1269735,133752,"prior",3,4,"22",10
3096447,135494,"prior",19,6,"08",20
1170610,89121,"prior",21,4,"10",9
769851,28357,"prior",8,5,"13",0
192018,143923,"prior",3,1,"18",15
3128098,134690,"prior",2,4,"17",18
886730,203747,"prior",2,2,"17",8
2837334,194874,"prior",33,6,"17",10
1058076,177234,"prior",23,0,"09",16
1096845,183432,"prior",21,3,"18",12
1543814,85986,"prior",2,0,"21",9
2433370,94988,"prior",4,2,"18",4
43271,162908,"prior",26,3,"15",6
2907720,167990,"prior",14,0,"12",9
2016809,151797,"prior",20,6,"10",6
3037618,195869,"prior",13,4,"10",1
2239973,83654,"prior",3,0,"12",30
2932518,147900,"prior",31,6,"09",5
1746113,6340,"prior",36,2,"13",1
2206407,130153,"prior",96,3,"19",1
2363285,77243,"prior",15,0,"16",12
863416,24873,"train",50,6,"17",11
1029977,188051,"prior",49,3,"13",5
2575698,109719,"prior",11,0,"15",4
2249285,145642,"prior",16,1,"14",5
1124999,110355,"train",28,6,"16",14
2817004,185519,"prior",34,3,"09",28
2293605,99120,"prior",22,6,"16",3
1006671,153608,"prior",30,3,"23",4
2433525,28942,"prior",4,4,"16",30
610466,113172,"prior",23,0,"17",12
2673049,124428,"prior",50,3,"18",4
2327369,10382,"prior",2,1,"01",17
1277107,80799,"prior",4,3,"13",16
536505,186582,"prior",37,1,"16",5
210316,3401,"prior",3,0,"10",26
1276292,62158,"prior",46,2,"11",1
3149651,201806,"prior",20,2,"23",8
443573,94714,"prior",17,3,"15",4
1941329,196938,"prior",7,4,"15",6
1750523,173635,"prior",2,5,"07",30
213060,102794,"prior",13,0,"21",30
646671,106626,"prior",5,1,"15",17
959480,122756,"prior",4,3,"10",8
121997,124088,"prior",11,1,"17",15
1691205,197007,"prior",44,2,"13",4
2562665,14916,"prior",19,1,"13",7
1164222,11555,"prior",10,4,"14",2
62775,165018,"train",8,3,"11",9
989088,35229,"prior",21,4,"09",14
3317026,201971,"prior",7,2,"13",6
944073,46264,"prior",20,0,"15",8
1054412,136517,"prior",7,3,"12",2
682640,2907,"prior",3,3,"10",19
1407825,449,"prior",14,3,"16",5
1300562,84132,"prior",34,0,"15",16
3081954,39936,"prior",40,4,"17",10
2528116,99072,"prior",5,4,"20",6
3055377,12921,"prior",2,1,"16",29
1816120,9561,"prior",4,1,"09",20
1602640,120612,"prior",3,4,"12",7
537097,199385,"prior",9,6,"08",22
2685110,15,"prior",7,1,"11",17
3026578,140522,"prior",7,5,"21",6
1585847,19238,"prior",48,5,"11",12
1373799,205117,"prior",8,4,"16",14
444121,103211,"prior",5,0,"21",4
467657,39117,"prior",50,5,"13",5
1789779,47600,"prior",6,4,"09",13
479177,138344,"prior",8,1,"14",13
2962128,85936,"prior",5,0,"17",16
2681140,6978,"prior",47,3,"12",2
31705,114505,"prior",24,0,"19",9
1636968,7950,"train",4,4,"08",30
3006746,41022,"prior",14,5,"13",6
1206046,11872,"prior",25,0,"11",7
3226165,85203,"prior",23,3,"15",0
3018187,84229,"prior",17,2,"10",7
1735711,175139,"prior",9,4,"06",3
1098552,190677,"prior",4,0,"11",30
2634828,78376,"prior",24,6,"16",9
2487376,154680,"prior",6,0,"09",15
1077878,109034,"prior",2,1,"13",30
3342581,98900,"prior",54,0,"01",9
3274129,151659,"prior",14,6,"13",2
646115,148296,"prior",3,0,"23",6
411222,103602,"prior",9,2,"11",2
2140086,152926,"prior",7,3,"15",20
1403486,25471,"prior",15,0,"12",20
2026124,158164,"prior",20,1,"19",9
38226,157775,"prior",8,2,"11",26
2132893,176990,"prior",10,0,"15",20
326222,58382,"prior",10,1,"10",11
1607213,198134,"prior",2,5,"10",21
1309346,157620,"prior",2,0,"11",6
626710,204285,"prior",3,1,"11",6
1169802,139516,"prior",28,6,"08",5
3001324,202001,"prior",28,3,"16",4
1983320,149514,"prior",3,1,"14",7
2594700,95225,"prior",10,4,"13",24
2743605,188513,"prior",42,2,"18",0
2288959,186287,"prior",15,3,"12",13
2779403,57677,"prior",19,6,"09",24
2262194,91097,"prior",7,6,"20",7
409623,26578,"prior",26,1,"22",19
